% Device,CC1606011
% File name,CC1606011_20200811_122016
% Cast time (UTC),2020-08-11 12:20:16
% Cast time (local),2020-08-11 08:20:16
% Sample type,Cast
% Cast data,Down & up
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.4884485
% Start longitude,-74.0466102
% Start altitude,-23.1299991607666
% Start GPS horizontal error(Meter),4.28000020980835
% Start GPS vertical error(Meter),6.75
% Start GPS number of satellites,6
% End latitude,40.488527
% End longitude,-74.0466998
% End altitude,-51.229999542236328
% End GPS horizontal error(Meter),17.930000305175781
% End GPS vertical error(Meter),29.1299991607666
% End GPS number of satellites,6
% Cast duration (Seconds),93.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2016-02-19
% Temperature calibration date,2016-02-17
% Pressure calibration date,2016-02-12
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
4.05,4.0673414125962291,25.329727172851562,41376.9140625,41105.839815498934,26.3047164330961,1525.9466621866759,1016.7076684081317
3.75,3.7663032904708862,25.343321318475109,41274.3598143986,40992.885186591418,26.224506941498735,1525.8892187161146,1016.6420430041156
3.4499999999999997,3.4652427849452918,25.367177963256836,41147.44140625,40847.4755487267,26.121305981673828,1525.8323711561918,1016.5561069467589
3.15,3.164149802395249,25.418212486852397,40967.111074559645,40627.29423940077,25.965162912618236,1525.7855457966289,1016.4223534955756
2.85,2.8630014172716991,25.544060303717757,40685.5371776169,40247.594804551431,25.696252106946261,1525.8011660048928,1016.181731692404
2.55,2.561774771435771,25.737213209142723,40403.086626358447,39816.028582229963,25.391117928761215,1525.9413612591379,1015.8938961974692
2.25,2.2604737009090416,25.916413171203512,40238.749436705359,39514.516960773413,25.178263752158919,1526.1442816141664,1015.6793831992607
1.9500000000000002,1.9591206394126886,26.011620217800793,40108.648292955149,39313.24678740454,25.036207148494675,1526.2182405983299,1015.5429997862022
1.65,1.6577370588633589,26.072781370745531,40060.015410679538,39218.556670996084,24.969467845063484,1526.2897802481841,1015.4733026278899
1.35,1.3563389892392361,26.106606096369166,40053.805219319736,39186.524285913532,24.946963272233962,1526.3423086208138,1015.4449749162524
1.05,1.0549349101067778,26.123326584726538,40054.74735333056,39174.629302484791,24.938656651516062,1526.3686897541988,1015.4324228963623
0.74999999999999989,0.75352769140005338,26.136878801299861,40058.252677673212,39167.67469650002,24.933834936361386,1526.3911322705624,1015.4234342277796
0.44999999999999996,0.4521182214084708,26.147330811061487,40062.215840574376,39163.545003515836,24.931003513890783,1526.408219836947,1015.4168677692077
0.15,0.15070432212379331,26.156804530011822,40060.551177371141,39154.665293713842,24.924813421759289,1526.4193797163882,1015.4080739351934
